id_sale,id_user,qty_sale,date_sale,created_at,updated_at
67,1,5,2021-07-05,2023-08-06 09:08:20,2023-08-06 09:08:20
68,1,5,2021-07-05,2023-08-06 09:08:20,2023-08-06 09:08:20
69,1,2,2021-07-05,2023-08-06 09:08:20,2023-08-06 09:08:20
70,1,4,2021-07-05,2023-08-06 09:08:20,2023-08-06 09:08:20
71,1,3,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
72,1,1,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
73,1,5,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
74,1,1,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
75,1,1,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
76,1,4,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
77,1,2,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
78,1,5,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
79,1,2,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
80,1,4,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
81,1,1,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
82,1,2,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
83,1,1,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
84,1,4,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
85,1,3,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
86,1,3,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
87,1,3,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
88,1,2,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
89,1,3,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
90,1,3,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
91,1,5,2021-07-06,2023-08-06 09:08:21,2023-08-06 09:08:21
92,1,4,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
93,1,3,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
94,1,3,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
95,1,4,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
96,1,4,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
97,1,1,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
98,1,3,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
99,1,4,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
100,1,2,2021-07-07,2023-08-06 09:08:21,2023-08-06 09:08:21
101,1,4,2021-07-08,2023-08-06 09:08:21,2023-08-06 09:08:21
102,1,2,2021-07-08,2023-08-06 09:08:21,2023-08-06 09:08:21
103,1,4,2021-07-08,2023-08-06 09:08:22,2023-08-06 09:08:22
104,1,3,2021-07-08,2023-08-06 09:08:22,2023-08-06 09:08:22
105,1,5,2021-07-08,2023-08-06 09:08:22,2023-08-06 09:08:22
106,1,1,2021-07-08,2023-08-06 09:08:22,2023-08-06 09:08:22
107,1,1,2021-07-09,2023-08-06 09:08:22,2023-08-06 09:08:22
108,1,3,2021-07-09,2023-08-06 09:08:22,2023-08-06 09:08:22
109,1,5,2021-07-09,2023-08-06 09:08:22,2023-08-06 09:08:22
110,1,2,2021-07-09,2023-08-06 09:08:22,2023-08-06 09:08:22
111,1,1,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
112,1,5,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
113,1,3,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
114,1,1,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
115,1,5,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
116,1,2,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
117,1,4,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
118,1,2,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
119,1,4,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
120,1,4,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
121,1,3,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
122,1,2,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
123,1,5,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
124,1,5,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
125,1,1,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
126,1,4,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
127,1,2,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
128,1,3,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
129,1,2,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
130,1,4,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
131,1,1,2021-07-10,2023-08-06 09:08:22,2023-08-06 09:08:22
132,1,1,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
133,1,1,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
134,1,5,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
135,1,1,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
136,1,5,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
137,1,2,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
138,1,1,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
139,1,5,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
140,1,2,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
141,1,1,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
142,1,5,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
143,1,3,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
144,1,3,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
145,1,3,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
146,1,2,2021-07-11,2023-08-06 09:08:22,2023-08-06 09:08:22
147,1,4,2021-07-11,2023-08-06 09:08:23,2023-08-06 09:08:23
148,1,2,2021-07-11,2023-08-06 09:08:23,2023-08-06 09:08:23
149,1,1,2021-07-11,2023-08-06 09:08:23,2023-08-06 09:08:23
150,1,4,2021-07-11,2023-08-06 09:08:23,2023-08-06 09:08:23
151,1,1,2021-07-11,2023-08-06 09:08:23,2023-08-06 09:08:23
152,1,5,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
153,1,3,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
154,1,5,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
155,1,3,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
156,1,1,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
157,1,5,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
158,1,4,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
159,1,1,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
160,1,1,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
161,1,1,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
162,1,3,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
163,1,5,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
164,1,3,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
165,1,4,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
166,1,1,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
167,1,4,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
168,1,2,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
169,1,5,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
170,1,2,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
171,1,5,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
172,1,3,2021-07-12,2023-08-06 09:08:23,2023-08-06 09:08:23
173,1,4,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
174,1,5,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
175,1,2,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
176,1,5,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
177,1,2,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
178,1,5,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
179,1,1,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
180,1,5,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
181,1,3,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
182,1,3,2021-07-13,2023-08-06 09:08:23,2023-08-06 09:08:23
183,1,4,2021-07-13,2023-08-06 09:08:24,2023-08-06 09:08:24
184,1,3,2021-07-13,2023-08-06 09:08:24,2023-08-06 09:08:24
185,1,1,2021-07-13,2023-08-06 09:08:24,2023-08-06 09:08:24
186,1,4,2021-07-13,2023-08-06 09:08:24,2023-08-06 09:08:24
187,1,2,2021-07-13,2023-08-06 09:08:24,2023-08-06 09:08:24
188,1,2,2021-07-13,2023-08-06 09:08:24,2023-08-06 09:08:24
189,1,4,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
190,1,4,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
191,1,1,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
192,1,5,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
193,1,5,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
194,1,3,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
195,1,5,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
196,1,1,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
197,1,1,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
198,1,5,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
199,1,4,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
200,1,5,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
201,1,5,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
202,1,5,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
203,1,2,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
204,1,4,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
205,1,5,2021-07-14,2023-08-06 09:08:24,2023-08-06 09:08:24
206,1,2,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
207,1,4,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
208,1,4,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
209,1,4,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
210,1,4,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
211,1,2,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
212,1,3,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
213,1,1,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
214,1,4,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
215,1,5,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
216,1,2,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
217,1,2,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
218,1,2,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
219,1,1,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
220,1,1,2021-07-15,2023-08-06 09:08:24,2023-08-06 09:08:24
221,1,1,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
222,1,5,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
223,1,2,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
224,1,4,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
225,1,1,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
226,1,5,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
227,1,5,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
228,1,4,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
229,1,5,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
230,1,2,2021-07-15,2023-08-06 09:08:25,2023-08-06 09:08:25
231,1,3,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
232,1,1,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
233,1,4,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
234,1,3,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
235,1,4,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
236,1,5,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
237,1,2,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
238,1,3,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
239,1,4,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
240,1,2,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
241,1,1,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
242,1,4,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
243,1,4,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
244,1,3,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
245,1,3,2021-07-16,2023-08-06 09:08:25,2023-08-06 09:08:25
246,1,5,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
247,1,3,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
248,1,2,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
249,1,5,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
250,1,1,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
251,1,1,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
252,1,1,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
253,1,5,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
254,1,4,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
255,1,5,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
256,1,4,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
257,1,3,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
258,1,3,2021-07-17,2023-08-06 09:08:25,2023-08-06 09:08:25
259,1,3,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
260,1,5,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
261,1,5,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
262,1,4,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
263,1,3,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
264,1,3,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
265,1,5,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
266,1,1,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
267,1,4,2021-07-17,2023-08-06 09:08:26,2023-08-06 09:08:26
268,1,4,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
269,1,5,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
270,1,2,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
271,1,2,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
272,1,2,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
273,1,5,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
274,1,4,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
275,1,4,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
276,1,2,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
277,1,3,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
278,1,5,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
279,1,1,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
280,1,4,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
281,1,5,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
282,1,3,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
283,1,5,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
284,1,1,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
285,1,2,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
286,1,4,2021-07-18,2023-08-06 09:08:26,2023-08-06 09:08:26
287,1,4,2021-07-18,2023-08-06 09:08:27,2023-08-06 09:08:27
288,1,1,2021-07-18,2023-08-06 09:08:27,2023-08-06 09:08:27
289,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
290,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
291,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
292,1,5,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
293,1,1,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
294,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
295,1,3,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
296,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
297,1,2,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
298,1,2,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
299,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
300,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
301,1,1,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
302,1,5,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
303,1,2,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
304,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
305,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
306,1,5,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
307,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
308,1,3,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
309,1,4,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
310,1,1,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
311,1,5,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
312,1,1,2021-07-19,2023-08-06 09:08:27,2023-08-06 09:08:27
313,1,4,2021-07-20,2023-08-06 09:08:27,2023-08-06 09:08:27
314,1,5,2021-07-20,2023-08-06 09:08:27,2023-08-06 09:08:27
315,1,1,2021-07-20,2023-08-06 09:08:27,2023-08-06 09:08:27
316,1,2,2021-07-20,2023-08-06 09:08:27,2023-08-06 09:08:27
317,1,2,2021-07-20,2023-08-06 09:08:27,2023-08-06 09:08:27
318,1,4,2021-07-20,2023-08-06 09:08:27,2023-08-06 09:08:27
319,1,4,2021-07-21,2023-08-06 09:08:27,2023-08-06 09:08:27
320,1,5,2021-07-21,2023-08-06 09:08:27,2023-08-06 09:08:27
321,1,3,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
322,1,5,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
323,1,1,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
324,1,1,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
325,1,3,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
326,1,1,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
327,1,2,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
328,1,1,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
329,1,2,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
330,1,1,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
331,1,1,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
332,1,3,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
333,1,2,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
334,1,2,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
335,1,4,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
336,1,5,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
337,1,3,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
338,1,1,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
339,1,5,2021-07-21,2023-08-06 09:08:28,2023-08-06 09:08:28
340,1,2,2021-07-21,2023-08-06 09:08:29,2023-08-06 09:08:29
341,1,2,2021-07-21,2023-08-06 09:08:29,2023-08-06 09:08:29
342,1,1,2021-07-21,2023-08-06 09:08:29,2023-08-06 09:08:29
343,1,4,2021-07-21,2023-08-06 09:08:29,2023-08-06 09:08:29
344,1,1,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
345,1,3,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
346,1,1,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
347,1,5,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
348,1,3,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
349,1,2,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
350,1,5,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
351,1,3,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
352,1,2,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
353,1,1,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
354,1,2,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
355,1,3,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
356,1,5,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
357,1,2,2021-07-22,2023-08-06 09:08:29,2023-08-06 09:08:29
