id,id_sale,id_product,qty,total_price_product
127,64,1,1,22000
128,64,3,4,100000
129,65,1,1,22000
130,66,1,2,44000
131,66,2,1,18000
132,66,3,2,50000
133,67,1,1,22000
134,67,2,1,18000
135,67,3,3,75000
136,68,2,3,54000
137,68,3,2,50000
138,69,1,1,22000
139,69,3,1,25000
140,70,1,1,22000
141,70,2,2,36000
142,70,3,1,25000
143,71,1,2,44000
144,71,2,1,18000
145,72,2,1,18000
146,73,1,2,44000
147,73,2,1,18000
148,73,3,2,50000
149,74,3,1,25000
150,75,2,1,18000
151,76,1,2,44000
152,76,2,1,18000
153,76,3,1,25000
154,77,1,1,22000
155,77,3,1,25000
156,78,1,3,66000
157,78,2,2,36000
158,79,2,2,36000
159,80,1,2,44000
160,80,2,1,18000
161,80,3,1,25000
162,81,2,1,18000
163,82,1,1,22000
164,82,2,1,18000
165,83,3,1,25000
166,84,2,3,54000
167,84,3,1,25000
168,85,1,2,44000
169,85,2,1,18000
170,86,2,2,36000
171,86,3,1,25000
172,87,1,1,22000
173,87,2,1,18000
174,87,3,1,25000
175,88,1,1,22000
176,88,3,1,25000
177,89,2,2,36000
178,89,3,1,25000
179,90,1,2,44000
180,90,2,1,18000
181,91,1,1,22000
182,91,2,3,54000
183,91,3,1,25000
184,92,1,1,22000
185,92,3,3,75000
186,93,1,2,44000
187,93,3,1,25000
188,94,1,2,44000
189,94,2,1,18000
190,95,1,1,22000
191,95,2,1,18000
192,95,3,2,50000
193,96,1,1,22000
194,96,2,2,36000
195,96,3,1,25000
196,97,3,1,25000
197,98,1,1,22000
198,98,2,1,18000
199,98,3,1,25000
200,99,2,3,54000
201,99,3,1,25000
202,100,2,2,36000
203,101,1,1,22000
204,101,2,2,36000
205,101,3,1,25000
206,102,1,2,44000
207,103,1,2,44000
208,103,3,2,50000
209,104,1,1,22000
210,104,2,2,36000
211,105,1,2,44000
212,105,2,3,54000
213,106,3,1,25000
214,107,2,1,18000
215,108,1,2,44000
216,108,3,1,25000
217,109,1,2,44000
218,109,2,3,54000
219,110,1,1,22000
220,110,3,1,25000
221,111,2,1,18000
222,112,1,3,66000
223,112,2,1,18000
224,112,3,1,25000
225,113,1,1,22000
226,113,2,2,36000
227,114,2,1,18000
228,115,1,1,22000
229,115,2,1,18000
230,115,3,3,75000
231,116,1,1,22000
232,116,3,1,25000
233,117,1,1,22000
234,117,2,3,54000
235,118,2,1,18000
236,118,3,1,25000
237,119,2,2,36000
238,119,3,2,50000
239,120,1,1,22000
240,120,2,2,36000
241,120,3,1,25000
242,121,1,3,66000
243,122,2,1,18000
244,122,3,1,25000
245,123,1,3,66000
246,123,2,2,36000
247,124,1,1,22000
248,124,2,1,18000
249,124,3,3,75000
250,125,3,1,25000
251,126,1,2,44000
252,126,2,2,36000
253,127,1,1,22000
254,127,3,1,25000
255,128,1,1,22000
256,128,2,1,18000
257,128,3,1,25000
258,129,1,1,22000
259,129,2,1,18000
260,130,2,1,18000
261,130,3,3,75000
262,131,2,1,18000
263,132,3,1,25000
264,133,2,1,18000
265,134,1,1,22000
266,134,2,3,54000
267,134,3,1,25000
268,135,3,1,25000
269,136,1,2,44000
270,136,2,2,36000
271,136,3,1,25000
272,137,1,2,44000
273,138,3,1,25000
274,139,1,3,66000
275,139,2,2,36000
276,140,2,1,18000
277,140,3,1,25000
278,141,3,1,25000
279,142,1,5,110000
280,143,1,1,22000
281,143,2,1,18000
282,143,3,1,25000
283,144,2,1,18000
284,144,3,2,50000
285,145,2,1,18000
286,145,3,2,50000
287,146,1,1,22000
288,146,3,1,25000
289,147,1,2,44000
290,147,2,1,18000
291,147,3,1,25000
292,148,1,2,44000
293,149,1,1,22000
294,150,1,1,22000
295,150,2,1,18000
296,150,3,2,50000
297,151,3,1,25000
298,152,1,3,66000
299,152,3,2,50000
300,153,2,1,18000
301,153,3,2,50000
302,154,1,3,66000
303,154,2,1,18000
304,154,3,1,25000
305,155,2,3,54000
306,156,1,1,22000
307,157,1,3,66000
308,157,2,1,18000
309,157,3,1,25000
310,158,1,2,44000
311,158,2,1,18000
312,158,3,1,25000
313,159,3,1,25000
314,160,2,1,18000
315,161,1,1,22000
316,162,1,1,22000
317,162,2,1,18000
318,162,3,1,25000
319,163,1,1,22000
320,163,2,2,36000
321,163,3,2,50000
322,164,1,1,22000
323,164,2,1,18000
324,164,3,1,25000
325,165,1,1,22000
326,165,2,1,18000
327,165,3,2,50000
328,166,3,1,25000
329,167,1,1,22000
330,167,2,2,36000
331,167,3,1,25000
332,168,1,1,22000
333,168,3,1,25000
334,169,2,1,18000
335,169,3,4,100000
336,170,2,1,18000
337,170,3,1,25000
338,171,2,3,54000
339,171,3,2,50000
340,172,1,2,44000
341,172,2,1,18000
342,173,2,2,36000
343,173,3,2,50000
344,174,1,1,22000
345,174,2,1,18000
346,174,3,3,75000
347,175,1,2,44000
348,176,2,2,36000
349,176,3,3,75000
350,177,2,2,36000
351,178,1,1,22000
352,178,3,4,100000
353,179,1,1,22000
354,180,1,1,22000
355,180,2,1,18000
356,180,3,3,75000
357,181,1,2,44000
358,181,2,1,18000
359,182,1,1,22000
360,182,2,1,18000
361,182,3,1,25000
362,183,1,1,22000
363,183,2,1,18000
364,183,3,2,50000
365,184,1,2,44000
366,184,2,1,18000
367,185,2,1,18000
368,186,1,2,44000
369,186,3,2,50000
370,187,2,1,18000
371,187,3,1,25000
372,188,2,2,36000
373,189,1,2,44000
374,189,2,2,36000
375,190,1,4,88000
376,191,3,1,25000
377,192,1,3,66000
378,192,2,2,36000
379,193,1,1,22000
380,193,2,2,36000
381,193,3,2,50000
382,194,2,1,18000
383,194,3,2,50000
384,195,1,4,88000
385,195,2,1,18000
386,196,1,1,22000
387,197,3,1,25000
388,198,1,1,22000
389,198,2,2,36000
390,198,3,2,50000
391,199,1,1,22000
392,199,2,1,18000
393,199,3,2,50000
394,200,1,1,22000
395,200,3,4,100000
396,201,1,1,22000
397,201,2,2,36000
398,201,3,2,50000
399,202,1,1,22000
400,202,2,2,36000
401,202,3,2,50000
402,203,1,1,22000
403,203,2,1,18000
404,204,1,3,66000
405,204,2,1,18000
406,205,1,2,44000
407,205,2,2,36000
408,205,3,1,25000
409,206,1,1,22000
410,206,3,1,25000
411,207,1,2,44000
412,207,2,1,18000
413,207,3,1,25000
414,208,2,2,36000
415,208,3,2,50000
416,209,1,1,22000
417,209,2,3,54000
418,210,1,1,22000
419,210,3,3,75000
420,211,3,2,50000
421,212,1,1,22000
422,212,3,2,50000
423,213,3,1,25000
424,214,2,1,18000
425,214,3,3,75000
426,215,1,4,88000
427,215,3,1,25000
428,216,1,1,22000
429,216,2,1,18000
430,217,2,2,36000
431,218,2,1,18000
432,218,3,1,25000
433,219,1,1,22000
434,220,2,1,18000
435,221,1,1,22000
436,222,1,2,44000
437,222,2,3,54000
438,223,2,1,18000
439,223,3,1,25000
440,224,1,1,22000
441,224,2,1,18000
442,224,3,2,50000
443,225,2,1,18000
444,226,1,2,44000
445,226,3,3,75000
446,227,1,3,66000
447,227,2,2,36000
448,228,1,1,22000
449,228,2,1,18000
450,228,3,2,50000
451,229,2,4,72000
452,229,3,1,25000
453,230,1,1,22000
454,230,3,1,25000
455,231,1,1,22000
456,231,2,1,18000
457,231,3,1,25000
458,232,3,1,25000
459,233,2,1,18000
460,233,3,3,75000
461,234,1,1,22000
462,234,2,2,36000
463,235,3,4,100000
464,236,2,1,18000
465,236,3,4,100000
466,237,1,1,22000
467,237,2,1,18000
468,238,3,3,75000
469,239,1,3,66000
470,239,3,1,25000
471,240,1,1,22000
472,240,3,1,25000
473,241,3,1,25000
474,242,1,1,22000
475,242,2,1,18000
476,242,3,2,50000
477,243,1,3,66000
478,243,2,1,18000
479,244,1,2,44000
480,244,3,1,25000
481,245,1,1,22000
482,245,2,1,18000
483,245,3,1,25000
484,246,1,3,66000
485,246,2,1,18000
486,246,3,1,25000
487,247,2,1,18000
488,247,3,2,50000
489,248,2,2,36000
490,249,1,2,44000
491,249,2,2,36000
492,249,3,1,25000
493,250,2,1,18000
494,251,3,1,25000
495,252,3,1,25000
496,253,1,2,44000
497,253,2,2,36000
498,253,3,1,25000
499,254,2,2,36000
500,254,3,2,50000
501,255,1,2,44000
502,255,2,1,18000
503,255,3,2,50000
504,256,1,1,22000
505,256,2,3,54000
506,257,1,1,22000
507,257,2,2,36000
508,258,1,1,22000
509,258,2,2,36000
510,259,2,2,36000
511,259,3,1,25000
512,260,1,1,22000
513,260,2,1,18000
514,260,3,3,75000
515,261,1,3,66000
516,261,3,2,50000
517,262,1,1,22000
518,262,2,3,54000
519,263,2,1,18000
520,263,3,2,50000
521,264,2,1,18000
522,264,3,2,50000
523,265,1,1,22000
524,265,2,1,18000
525,265,3,3,75000
526,266,2,1,18000
527,267,1,2,44000
528,267,2,1,18000
529,267,3,1,25000
530,268,1,1,22000
531,268,2,2,36000
532,268,3,1,25000
533,269,1,3,66000
534,269,3,2,50000
535,270,2,1,18000
536,270,3,1,25000
537,271,3,2,50000
538,272,2,1,18000
539,272,3,1,25000
540,273,1,2,44000
541,273,2,1,18000
542,273,3,2,50000
543,274,1,1,22000
544,274,2,1,18000
545,274,3,2,50000
546,275,1,3,66000
547,275,2,1,18000
548,276,2,1,18000
549,276,3,1,25000
550,277,1,1,22000
551,277,2,1,18000
552,277,3,1,25000
553,278,1,3,66000
554,278,2,2,36000
555,279,1,1,22000
556,280,2,2,36000
557,280,3,2,50000
558,281,1,1,22000
559,281,2,2,36000
560,281,3,2,50000
561,282,1,3,66000
562,283,2,2,36000
563,283,3,3,75000
564,284,3,1,25000
565,285,2,2,36000
566,286,1,1,22000
567,286,2,2,36000
568,286,3,1,25000
569,287,2,3,54000
570,287,3,1,25000
571,288,1,1,22000
572,289,1,2,44000
573,289,2,2,36000
574,290,1,2,44000
575,290,2,1,18000
576,290,3,1,25000
577,291,1,1,22000
578,291,2,2,36000
579,291,3,1,25000
580,292,2,2,36000
581,292,3,3,75000
582,293,2,1,18000
583,294,2,2,36000
584,294,3,2,50000
585,295,1,2,44000
586,295,2,1,18000
587,296,1,1,22000
588,296,2,2,36000
589,296,3,1,25000
590,297,1,1,22000
591,297,3,1,25000
592,298,1,1,22000
593,298,3,1,25000
594,299,1,2,44000
595,299,2,1,18000
596,299,3,1,25000
597,300,1,3,66000
598,300,3,1,25000
599,301,1,1,22000
600,302,1,2,44000
601,302,2,1,18000
602,302,3,2,50000
603,303,2,1,18000
604,303,3,1,25000
605,304,1,2,44000
606,304,2,1,18000
607,304,3,1,25000
608,305,1,1,22000
609,305,2,2,36000
610,305,3,1,25000
611,306,2,2,36000
612,306,3,3,75000
613,307,1,2,44000
614,307,2,1,18000
615,307,3,1,25000
616,308,2,1,18000
617,308,3,2,50000
618,309,1,2,44000
619,309,2,1,18000
620,309,3,1,25000
621,310,3,1,25000
622,311,2,4,72000
623,311,3,1,25000
624,312,1,1,22000
625,313,1,1,22000
626,313,2,2,36000
627,313,3,1,25000
628,314,1,3,66000
629,314,2,1,18000
630,314,3,1,25000
631,315,2,1,18000
632,316,2,1,18000
633,316,3,1,25000
634,317,3,2,50000
635,318,1,2,44000
636,318,3,2,50000
637,319,1,1,22000
638,319,2,3,54000
639,320,1,1,22000
640,320,2,2,36000
641,320,3,2,50000
642,321,1,3,66000
643,322,1,2,44000
644,322,2,2,36000
645,322,3,1,25000
646,323,2,1,18000
647,324,1,1,22000
648,325,1,1,22000
649,325,2,1,18000
650,325,3,1,25000
651,326,2,1,18000
652,327,1,1,22000
653,327,2,1,18000
654,328,2,1,18000
655,329,1,1,22000
656,329,2,1,18000
657,330,3,1,25000
658,331,1,1,22000
659,332,1,2,44000
660,332,2,1,18000
661,333,2,2,36000
662,334,1,1,22000
663,334,3,1,25000
664,335,1,1,22000
665,335,2,1,18000
666,335,3,2,50000
667,336,1,2,44000
668,336,2,3,54000
669,337,1,1,22000
670,337,3,2,50000
671,338,1,1,22000
672,339,1,1,22000
673,339,2,4,72000
674,340,2,2,36000
675,341,1,2,44000
676,342,3,1,25000
677,343,1,3,66000
678,343,2,1,18000
679,344,1,1,22000
680,345,1,1,22000
681,345,2,1,18000
682,345,3,1,25000
683,346,2,1,18000
684,347,1,1,22000
685,347,2,1,18000
686,347,3,3,75000
687,348,1,1,22000
688,348,2,1,18000
689,348,3,1,25000
690,349,2,1,18000
691,349,3,1,25000
692,350,1,1,22000
693,350,2,2,36000
694,350,3,2,50000
695,351,1,1,22000
696,351,2,1,18000
697,351,3,1,25000
698,352,2,1,18000
699,352,3,1,25000
700,353,2,1,18000
701,354,2,2,36000
702,355,1,1,22000
703,355,2,1,18000
704,355,3,1,25000
705,356,1,2,44000
706,356,2,1,18000
707,356,3,2,50000
708,357,3,2,50000
709,358,1,3,66000
710,358,2,1,18000
711,359,2,2,36000
712,360,3,1,25000
713,361,3,2,50000
714,362,1,2,44000
715,362,2,1,18000
716,362,3,1,25000
717,363,1,1,22000
718,363,2,1,18000
719,363,3,1,25000
720,364,1,1,22000
721,364,3,2,50000
722,365,1,1,22000
723,365,3,3,75000
724,366,1,3,66000
725,366,3,1,25000
726,367,1,1,22000
727,367,2,3,54000
728,367,3,1,25000
729,368,2,1,18000
730,369,1,1,22000
731,369,3,1,25000
732,370,1,2,44000
733,370,2,3,54000
734,371,2,1,18000
735,371,3,3,75000
736,372,1,3,66000
737,372,2,1,18000
738,373,2,1,18000
739,373,3,1,25000
740,374,1,2,44000
741,374,2,1,18000
742,374,3,1,25000
743,375,2,2,36000
744,375,3,2,50000
745,376,1,1,22000
746,376,2,1,18000
747,377,3,1,25000
748,378,1,1,22000
749,378,2,1,18000
750,379,1,1,22000
751,379,3,3,75000
752,380,1,1,22000
753,380,2,2,36000
754,380,3,1,25000
755,381,2,1,18000
756,382,1,2,44000
757,382,2,1,18000
758,382,3,1,25000
759,383,1,2,44000
760,383,3,1,25000
761,384,1,1,22000
762,384,3,1,25000
763,385,1,4,88000
764,386,1,2,44000
765,386,2,3,54000
766,387,2,4,72000
767,388,1,3,66000
768,388,2,1,18000
769,388,3,1,25000
770,389,1,1,22000
771,390,1,2,44000
772,390,2,2,36000
773,390,3,1,25000
774,391,3,2,50000
775,392,2,2,36000
776,392,3,2,50000
777,393,1,5,110000
778,394,1,1,22000
779,395,1,3,66000
780,395,3,1,25000
781,396,1,1,22000
782,396,2,2,36000
783,396,3,1,25000
784,397,2,1,18000
785,398,1,1,22000
786,398,3,1,25000
787,399,1,2,44000
788,399,2,1,18000
789,399,3,1,25000
790,400,1,2,44000
791,400,3,3,75000
792,401,2,2,36000
793,402,1,2,44000
794,402,2,1,18000
795,402,3,1,25000
796,403,2,1,18000
797,403,3,1,25000
798,404,1,2,44000
799,404,2,1,18000
800,404,3,1,25000
801,405,3,1,25000
802,406,2,1,18000
803,407,1,1,22000
804,407,2,2,36000
805,407,3,1,25000
806,408,1,1,22000
807,408,3,1,25000
808,409,1,1,22000
809,409,2,1,18000
810,409,3,3,75000
811,410,1,3,66000
812,410,2,1,18000
813,410,3,1,25000
814,411,1,1,22000
815,412,2,2,36000
816,413,3,1,25000
817,414,1,1,22000
818,414,2,2,36000
819,415,3,2,50000
820,416,1,1,22000
821,416,3,2,50000
822,417,2,1,18000
823,417,3,1,25000
824,418,3,4,100000
825,419,2,1,18000
826,420,1,2,44000
827,420,3,2,50000
828,421,3,1,25000
829,422,2,1,18000
830,422,3,3,75000
831,423,1,1,22000
832,423,2,2,36000
833,423,3,1,25000
834,424,1,1,22000
835,424,3,2,50000
836,425,1,2,44000
837,425,2,1,18000
838,425,3,2,50000
839,426,1,3,66000
840,426,2,1,18000
841,426,3,1,25000
842,427,2,1,18000
843,428,1,1,22000
844,429,1,1,22000
845,429,2,1,18000
846,430,1,2,44000
847,430,2,1,18000
848,430,3,2,50000
849,431,1,1,22000
850,432,1,2,44000
851,432,2,1,18000
852,432,3,2,50000
853,433,1,1,22000
854,433,2,1,18000
855,433,3,2,50000
856,434,1,2,44000
857,434,2,1,18000
858,434,3,1,25000
859,435,1,1,22000
860,436,1,1,22000
861,436,2,2,36000
862,437,1,2,44000
863,437,2,1,18000
864,437,3,2,50000
865,438,2,1,18000
866,438,3,1,25000
867,439,1,1,22000
868,439,2,2,36000
869,439,3,2,50000
870,440,1,1,22000
871,440,2,1,18000
872,440,3,2,50000
873,441,3,2,50000
874,442,1,1,22000
875,442,2,1,18000
876,443,1,1,22000
877,443,3,1,25000
878,444,3,1,25000
879,445,1,3,66000
880,445,2,1,18000
881,445,3,1,25000
882,446,1,1,22000
883,446,2,4,72000
884,447,1,2,44000
885,447,2,1,18000
886,448,1,1,22000
887,448,2,2,36000
888,448,3,1,25000
889,449,2,1,18000
890,449,3,1,25000
891,450,1,1,22000
892,450,2,1,18000
893,451,1,1,22000
894,451,2,1,18000
895,452,1,1,22000
896,452,2,1,18000
897,452,3,3,75000
898,453,1,2,44000
899,453,2,2,36000
900,453,3,1,25000
901,454,1,3,66000
902,454,2,1,18000
903,455,2,1,18000
904,455,3,1,25000
905,456,2,1,18000
906,457,1,1,22000
907,457,2,1,18000
908,457,3,3,75000
909,458,1,1,22000
910,458,3,1,25000
911,459,1,1,22000
912,459,3,1,25000
913,460,2,2,36000
914,461,1,2,44000
915,461,3,3,75000
916,462,1,3,66000
917,462,2,1,18000
918,462,3,1,25000
919,463,1,2,44000
920,463,2,2,36000
921,463,3,1,25000
922,464,1,2,44000
923,464,2,1,18000
924,464,3,2,50000
925,465,3,1,25000
926,466,3,1,25000
927,467,1,1,22000
928,467,2,1,18000
929,468,2,2,36000
930,469,2,2,36000
931,470,2,2,36000
932,470,3,2,50000
933,471,2,1,18000
934,471,3,2,50000
935,472,2,1,18000
936,473,3,2,50000
937,474,1,3,66000
938,474,2,1,18000
939,475,1,1,22000
940,475,3,1,25000
941,476,1,2,44000
942,476,2,1,18000
943,476,3,1,25000
944,477,1,1,22000
945,477,2,2,36000
946,478,2,1,18000
947,478,3,2,50000
948,479,2,1,18000
949,479,3,1,25000
950,480,2,2,36000
951,480,3,3,75000
952,481,1,2,44000
953,481,2,2,36000
954,482,2,1,18000
955,482,3,4,100000
956,483,1,1,22000
957,483,2,1,18000
958,483,3,1,25000
959,484,3,1,25000
960,485,1,1,22000
961,485,3,4,100000
962,486,1,1,22000
963,486,2,1,18000
964,486,3,1,25000
965,487,2,1,18000
966,488,2,1,18000
967,489,2,2,36000
968,489,3,1,25000
969,490,3,1,25000
970,491,3,1,25000
971,492,1,1,22000
972,492,2,2,36000
973,492,3,2,50000
974,493,1,3,66000
975,493,3,1,25000
976,494,2,1,18000
977,494,3,1,25000
978,495,1,2,44000
979,495,2,1,18000
980,495,3,1,25000
981,496,1,2,44000
982,496,2,1,18000
983,496,3,2,50000
984,497,2,1,18000
985,497,3,1,25000
986,498,2,2,36000
987,498,3,1,25000
988,499,1,2,44000
989,499,2,3,54000
990,500,2,3,54000
991,500,3,1,25000
992,501,1,2,44000
993,501,2,1,18000
994,501,3,2,50000
995,502,3,1,25000
996,503,1,2,44000
997,504,1,1,22000
998,505,1,2,44000
999,505,2,1,18000
1000,506,3,1,25000
1001,507,1,2,44000
1002,507,3,1,25000
1003,508,1,1,22000
1004,508,2,1,18000
1005,508,3,1,25000
1006,509,1,1,22000
1007,509,2,3,54000
1008,510,1,2,44000
1009,511,1,3,66000
1010,511,3,1,25000
1011,512,2,3,54000
1012,513,1,2,44000
1013,513,2,1,18000
1014,514,3,1,25000
1015,515,1,2,44000
1016,515,2,2,36000
1017,515,3,1,25000
1018,516,1,2,44000
1019,517,2,3,54000
1020,518,1,1,22000
1021,519,1,1,22000
1022,519,2,3,54000
1023,519,3,1,25000
1024,520,1,1,22000
1025,520,2,1,18000
1026,521,1,1,22000
1027,521,3,1,25000
1028,522,2,1,18000
1029,522,3,1,25000
1030,523,1,3,66000
1031,523,3,2,50000
1032,524,1,1,22000
1033,524,2,1,18000
1034,524,3,1,25000
1035,525,2,1,18000
1036,525,3,1,25000
1037,526,1,2,44000
1038,527,3,1,25000
1039,528,2,1,18000
1040,528,3,1,25000
1041,529,1,1,22000
1042,529,3,1,25000
1043,530,1,1,22000
1044,530,3,3,75000
1045,531,1,2,44000
1046,531,2,3,54000
1047,532,1,1,22000
1048,533,1,2,44000
1049,533,2,2,36000
1050,533,3,1,25000
1051,534,2,1,18000
1052,535,1,1,22000
1053,535,2,1,18000
1054,536,1,2,44000
1055,536,2,2,36000
1056,536,3,1,25000
1057,537,1,1,22000
1058,537,2,2,36000
1059,538,1,1,22000
1060,538,2,1,18000
1061,538,3,1,25000
1062,539,2,1,18000
1063,539,3,1,25000
1064,540,3,1,25000
1065,541,1,1,22000
1066,541,2,1,18000
1067,541,3,2,50000
1068,542,2,1,18000
1069,542,3,3,75000
1070,543,1,1,22000
1071,544,2,1,18000
1072,545,1,1,22000
1073,545,2,1,18000
1074,545,3,2,50000
1075,546,2,1,18000
1076,546,3,4,100000
1077,547,1,1,22000
1078,547,2,1,18000
1079,548,2,1,18000
1080,548,3,2,50000
1081,549,2,1,18000
1082,550,1,1,22000
1083,551,1,1,22000
1084,551,2,1,18000
1085,551,3,1,25000
1086,552,1,1,22000
1087,552,2,1,18000
1088,552,3,1,25000
1089,553,1,1,22000
1090,553,2,3,54000
1091,553,3,1,25000
1092,554,1,1,22000
1093,554,3,1,25000
1094,555,2,2,36000
1095,555,3,1,25000
1096,556,1,1,22000
1097,557,2,1,18000
1098,557,3,1,25000
1099,558,2,1,18000
1100,559,2,2,36000
1101,560,1,1,22000
1102,560,3,1,25000
1103,561,1,2,44000
1104,561,3,1,25000
1105,562,1,1,22000
1106,562,2,2,36000
1107,562,3,1,25000
1108,563,1,2,44000
1109,563,3,1,25000
1110,564,2,1,18000
1111,564,3,2,50000
1112,565,1,1,22000
1113,565,2,2,36000
1114,565,3,2,50000
1115,566,1,1,22000
1116,567,3,1,25000
1117,568,1,1,22000
1118,568,3,1,25000
1119,569,1,1,22000
1120,569,3,1,25000
1121,570,1,2,44000
1122,570,3,1,25000
1123,571,1,2,44000
1124,571,2,2,36000
1125,571,3,1,25000
1126,572,2,1,18000
1127,572,3,1,25000
1128,573,1,2,44000
1129,573,2,1,18000
1130,574,1,2,44000
1131,574,2,2,36000
1132,575,1,1,22000
1133,575,2,1,18000
1134,575,3,2,50000
1135,576,1,1,22000
1136,576,3,1,25000
1137,577,1,1,22000
1138,577,2,2,36000
1139,577,3,1,25000
1140,578,1,2,44000
1141,578,2,2,36000
1142,578,3,1,25000
1143,579,2,4,72000
1144,580,1,1,22000
1145,580,2,1,18000
1146,581,1,4,88000
1147,581,2,1,18000
1148,582,1,2,44000
1149,582,3,2,50000
1150,583,1,1,22000
1151,583,2,1,18000
1152,584,1,2,44000
1153,584,2,2,36000
1154,584,3,1,25000
1155,585,1,2,44000
1156,585,3,1,25000
1157,586,3,1,25000
1158,587,1,1,22000
1159,587,2,1,18000
1160,587,3,2,50000
1161,588,1,1,22000
1162,589,1,2,44000
1163,589,3,1,25000
1164,590,1,1,22000
1165,590,2,4,72000
1166,591,2,2,36000
1167,591,3,1,25000
1168,592,3,2,50000
1169,593,1,1,22000
1170,593,2,1,18000
1171,593,3,2,50000
1172,594,1,1,22000
1173,594,2,1,18000
1174,595,2,1,18000
1175,595,3,3,75000
1176,596,1,1,22000
1177,596,3,2,50000
1178,597,1,1,22000
1179,597,3,2,50000
1180,598,1,2,44000
1181,598,3,1,25000
1182,599,1,3,66000
1183,599,2,1,18000
1184,599,3,1,25000
1185,600,1,1,22000
1186,601,2,1,18000
1187,601,3,1,25000
1188,602,1,2,44000
1189,602,2,2,36000
1190,603,3,1,25000
1191,604,2,1,18000
1192,605,1,2,44000
1193,605,2,1,18000
1194,605,3,2,50000
1195,606,1,2,44000
1196,606,2,1,18000
1197,606,3,1,25000
1198,607,1,1,22000
1199,607,3,1,25000
1200,608,1,1,22000
1201,608,2,2,36000
1202,608,3,2,50000
1203,609,1,3,66000
1204,609,2,1,18000
1205,609,3,1,25000
1206,610,1,1,22000
1207,611,1,1,22000
1208,611,2,1,18000
1209,611,3,3,75000
1210,612,1,1,22000
1211,612,2,1,18000
1212,613,2,1,18000
1213,614,2,2,36000
1214,614,3,1,25000
1215,615,2,1,18000
1216,615,3,1,25000
1217,616,1,1,22000
1218,616,2,2,36000
1219,616,3,1,25000
1220,617,1,1,22000
1221,617,3,1,25000
1222,618,1,2,44000
1223,618,3,2,50000
1224,619,1,2,44000
1225,619,2,2,36000
1226,620,1,1,22000
1227,620,2,1,18000
1228,621,1,2,44000
1229,621,3,2,50000
1230,622,1,2,44000
1231,622,2,1,18000
1232,623,3,1,25000
1233,624,1,2,44000
1234,624,2,1,18000
1235,624,3,2,50000
1236,625,1,1,22000
1237,625,3,1,25000
1238,626,1,2,44000
1239,626,2,1,18000
1240,627,3,1,25000
1241,628,1,2,44000
1242,628,3,2,50000
1243,629,1,1,22000
1244,629,3,1,25000
1245,630,3,1,25000
1246,631,1,1,22000
